2015/04/13 09:16:26:825  Reconnect delay set to 2. Minimum reconnect interval set to 5
2015/04/13 09:16:26:830  HipChatFileLogger: Creating new log file: log-2015-04-13-1.txt
2015/04/13 09:16:27:764  Showing window: LoginWindowController - orderFront: YES
2015/04/13 09:16:28:181  Updating login form credentials to current stored values
2015/04/13 09:16:28:182  Retrieving password for email: mgoodwin@financeit.io and service: chat.hipchat.com
2015/04/13 09:16:28:280  Retrieving password for email: mgoodwin@financeit.io and service: chat.hipchat.com
2015/04/13 09:16:28:349  Updating login form credentials to current stored values
2015/04/13 09:16:28:349  Connecting with email mgoodwin@financeit.io
2015/04/13 09:16:28:349  Set connectHost to chat-main.hipchat.com
2015/04/13 09:16:28:350  User information set - initiating connection
2015/04/13 09:16:28:357  Connect returned success - waiting for response...
2015/04/13 09:16:28:385  Connecting to IP v4: 54.163.111.61:5222 -- v6: (null):0
2015/04/13 09:16:28:413  -[HipChatApp xmppStreamDidStartNegotiation:] Stream negotiations started
2015/04/13 09:16:28:691  App activated - ordering primary window to the front.
2015/04/13 09:16:28:866  -[HipChatApp xmppStreamDidConnect:] Stream negotiations complete, starting authentication
2015/04/13 09:16:28:866  -[HipChatApp xmppAuthenticationHandler] Authenticating via saved email and password
2015/04/13 09:16:28:956  Storing sign in email and password
2015/04/13 09:16:28:956  Storing password for email: mgoodwin@financeit.io and service: chat-main.hipchat.com
2015/04/13 09:16:29:170  Hiding window: LoginWindowController
2015/04/13 09:16:29:185  Showing window: MainWindowController - orderFront: YES
2015/04/13 09:16:29:570  No cached data store found at /Users/mike/Library/HipChat/mgoodwin@financeit.io/roster-store.json
2015/04/13 09:16:29:570  No roster cache available
2015/04/13 09:16:29:571  Loading emoticons from persistent store and adding to Linkify
2015/04/13 09:16:29:571  No cached data store found at /Users/mike/Library/HipChat/mgoodwin@financeit.io/emoticons-store.json
2015/04/13 09:16:29:747  Got response for startup info
2015/04/13 09:16:29:747  Received group invite url from startup IQ: https://www.hipchat.com/invite/26161/9ef20028343703da1e2432ac571b163a
2015/04/13 09:16:29:747  Setting current user's name to Michael Goodwin
2015/04/13 09:16:29:747  Push enabled for mention? YES
2015/04/13 09:16:29:747  Push enabled for newsletter? NO
2015/04/13 09:16:29:747  Push enabled for oto_message? YES
2015/04/13 09:16:29:747  Push enabled for room_invite? YES
2015/04/13 09:16:29:747  Push enabled for oto_call? YES
2015/04/13 09:16:29:870  Setting shared cookies for auto-login functionality
2015/04/13 09:16:29:871  Checking fully loaded...
2015/04/13 09:16:29:871  Not yet fully loaded - not triggering fullyLoaded event
2015/04/13 09:16:29:871  Loaded enough to run autojoin - calling autoJoinChats
2015/04/13 09:16:29:882  Got response for get_emoticons
2015/04/13 09:16:29:882  Saved emoticon version to prefs: 2015-04-08T23:34:58Z
2015/04/13 09:16:29:961  Pruning 0 emoticons that no longer exist...
2015/04/13 09:16:29:962  Cached data: Creating new store file: /Users/mike/Library/HipChat/mgoodwin@financeit.io/emoticons-store.json
2015/04/13 09:16:29:976  Saved cached data to store: /Users/mike/Library/HipChat/mgoodwin@financeit.io/emoticons-store.json
2015/04/13 09:16:30:172  Cached data: Creating new store file: /Users/mike/Library/HipChat/mgoodwin@financeit.io/roster-store.json
2015/04/13 09:16:30:179  Saved cached data to store: /Users/mike/Library/HipChat/mgoodwin@financeit.io/roster-store.json
2015/04/13 09:16:30:179  Going through 0 early presences
2015/04/13 09:16:30:179  Received roster response - triggering rosterFinishedLoading event
2015/04/13 09:16:30:181  Data not yet loaded - not auto-joining chats
2015/04/13 09:16:30:181  Roster finished loading - populating display names with 74 users
2015/04/13 09:16:30:203  Cached users...marking roster loaded in HipChatApp
2015/04/13 09:16:30:204  Checking fully loaded...
2015/04/13 09:16:30:204  Not yet fully loaded - not triggering fullyLoaded event
2015/04/13 09:16:30:204  Loaded enough to run autojoin - calling autoJoinChats
2015/04/13 09:16:30:204  All required data loaded - auto-joining chats
2015/04/13 09:16:30:204  Stored jidToFocus is not in autojoin chats - removing: (null)
2015/04/13 09:16:30:204  Loading room list and presence data
2015/04/13 09:16:30:204  No cached data store found at /Users/mike/Library/HipChat/mgoodwin@financeit.io/roomList-store.json
2015/04/13 09:16:30:299  Cached data: Creating new store file: /Users/mike/Library/HipChat/mgoodwin@financeit.io/roomList-store.json
2015/04/13 09:16:30:303  Saved cached data to store: /Users/mike/Library/HipChat/mgoodwin@financeit.io/roomList-store.json
2015/04/13 09:16:30:303  Received roomListLoaded event - marking room list loaded
2015/04/13 09:16:30:304  Checking fully loaded...
2015/04/13 09:16:30:304  Not yet fully loaded - not triggering fullyLoaded event
2015/04/13 09:16:30:304  Loaded enough to run autojoin - calling autoJoinChats
2015/04/13 09:16:30:304  doAutoJoin not set - not auto-joining chats
2015/04/13 09:16:30:371  Received presence response - triggering presenceFinishedLoading event
2015/04/13 09:16:31:281  NewChatDebug-Not showing new chat instruction popover. Reason - didShowAlready:0, isUpgradedUser:0
2015/04/13 09:16:31:421  Received emoticonListLoaded event - marking emoticon list loaded
2015/04/13 09:16:31:421  Checking fully loaded...
2015/04/13 09:16:31:421  Triggering hipChatAppFullyLoaded event - emoticons, roomList, roster, and user loaded
2015/04/13 09:16:31:421  Loaded enough to run autojoin - calling autoJoinChats
2015/04/13 09:16:31:421  doAutoJoin not set - not auto-joining chats
2015/04/13 09:16:31:422  Joining chat: 26161_communitylend@conf.hipchat.com
2015/04/13 09:16:31:423  Removing chat from closed chats: 26161_communitylend@conf.hipchat.com
2015/04/13 09:16:31:441  Saved cached data to store: /Users/mike/Library/HipChat/mgoodwin@financeit.io/emoticons-store.json
2015/04/13 09:16:31:473  [26161_communitylend@conf.hipchat.com] Initializing chat
2015/04/13 09:16:31:473  [26161_communitylend@conf.hipchat.com] App fully loaded - joining room / checking for load history
2015/04/13 09:16:31:474  [26161_communitylend@conf.hipchat.com] Loading history for chat
2015/04/13 09:16:31:475  Making API request: save_preferences
2015/04/13 09:16:31:476  Joining chat: 26161_github@conf.hipchat.com
2015/04/13 09:16:31:476  Removing chat from closed chats: 26161_github@conf.hipchat.com
2015/04/13 09:16:31:476  [26161_github@conf.hipchat.com] Initializing chat
2015/04/13 09:16:31:476  [26161_github@conf.hipchat.com] App fully loaded - joining room / checking for load history
2015/04/13 09:16:31:477  [26161_github@conf.hipchat.com] Loading history for chat
2015/04/13 09:16:31:477  Joining chat: 26161_rollbar@conf.hipchat.com
2015/04/13 09:16:31:477  Removing chat from closed chats: 26161_rollbar@conf.hipchat.com
2015/04/13 09:16:31:477  [26161_rollbar@conf.hipchat.com] Initializing chat
2015/04/13 09:16:31:477  [26161_rollbar@conf.hipchat.com] App fully loaded - joining room / checking for load history
2015/04/13 09:16:31:477  [26161_rollbar@conf.hipchat.com] Loading history for chat
2015/04/13 09:16:31:478  Joining chat: 26161_updates@conf.hipchat.com
2015/04/13 09:16:31:478  Removing chat from closed chats: 26161_updates@conf.hipchat.com
2015/04/13 09:16:31:478  [26161_updates@conf.hipchat.com] Initializing chat
2015/04/13 09:16:31:478  [26161_updates@conf.hipchat.com] App fully loaded - joining room / checking for load history
2015/04/13 09:16:31:478  [26161_updates@conf.hipchat.com] Loading history for chat
2015/04/13 09:16:31:479  Joining chat: 26161_continue@conf.hipchat.com
2015/04/13 09:16:31:479  Removing chat from closed chats: 26161_continue@conf.hipchat.com
2015/04/13 09:16:31:479  [26161_continue@conf.hipchat.com] Initializing chat
2015/04/13 09:16:31:479  [26161_continue@conf.hipchat.com] App fully loaded - joining room / checking for load history
2015/04/13 09:16:31:479  [26161_continue@conf.hipchat.com] Loading history for chat
2015/04/13 09:16:31:479  Refreshing tab list
2015/04/13 09:16:31:480  Tab selection changed -- new index: 0, new jid: (null)
2015/04/13 09:16:31:480  Tab selection changed -- new index: 1, new jid: 26161_communitylend@conf.hipchat.com
2015/04/13 09:16:31:480  Focusing chat with jid: 26161_communitylend@conf.hipchat.com
2015/04/13 09:16:31:480  Clearing unread count for jid: 26161_communitylend@conf.hipchat.com
2015/04/13 09:16:31:481  Updating roster entries for jid 26161_communitylend@conf.hipchat.com
2015/04/13 09:16:31:534  Tried to add tab to list that already exists - ignoring...
2015/04/13 09:16:31:534  Tried to add tab to list that already exists - ignoring...
2015/04/13 09:16:31:534  Tried to add tab to list that already exists - ignoring...
2015/04/13 09:16:31:534  Tried to add tab to list that already exists - ignoring...
2015/04/13 09:16:31:534  Tried to add tab to list that already exists - ignoring...
2015/04/13 09:16:31:543  [26161_communitylend@conf.hipchat.com] Received presence from 26161_communitylend@conf.hipchat.com/Paul Sehr
2015/04/13 09:16:31:544  [26161_communitylend@conf.hipchat.com] Received presence from 26161_communitylend@conf.hipchat.com/Christopher Morris
2015/04/13 09:16:31:545  [26161_communitylend@conf.hipchat.com] Received presence from 26161_communitylend@conf.hipchat.com/Konstantin Zub
2015/04/13 09:16:31:545  [26161_communitylend@conf.hipchat.com] Received presence from 26161_communitylend@conf.hipchat.com/Risto Juola
2015/04/13 09:16:31:546  [26161_communitylend@conf.hipchat.com] Received presence from 26161_communitylend@conf.hipchat.com/Daniel Mayne
2015/04/13 09:16:31:547  [26161_communitylend@conf.hipchat.com] Received presence from 26161_communitylend@conf.hipchat.com/Kiyan Azarbar
2015/04/13 09:16:31:547  [26161_communitylend@conf.hipchat.com] Received presence from 26161_communitylend@conf.hipchat.com/Jonas Dizon
2015/04/13 09:16:31:548  [26161_communitylend@conf.hipchat.com] Received presence from 26161_communitylend@conf.hipchat.com/Michael Goodwin
2015/04/13 09:16:31:548  Room roster loaded for 26161_communitylend@conf.hipchat.com
2015/04/13 09:16:31:572  Updating room header display for room Tech
2015/04/13 09:16:31:574  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:574  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:575  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:575  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:575  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:576  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:576  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:576  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:578  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:579  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:579  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:580  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:581  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:581  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:581  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:581  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:582  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:582  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:583  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:583  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:583  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:583  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:584  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:584  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:584  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:584  Updating roster entries for jid 26161_communitylend@conf.hipchat.com
2015/04/13 09:16:31:584  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:585  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:585  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:585  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:586  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:586  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:586  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:587  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:587  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:587  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:587  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:588  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:588  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:588  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:588  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:589  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:589  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:589  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:590  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:590  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:590  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:590  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:591  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:591  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:591  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:592  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:592  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:592  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:592  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:593  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:593  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:593  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:593  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:601  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:601  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:601  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:601  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:602  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:603  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:604  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:604  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:604  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:605  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:605  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:606  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:607  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:607  Asked for jid for nil/empty nickname - returning nil
2015/04/13 09:16:31:607  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:608  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:608  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:609  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:609  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:609  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:610  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:610  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:610  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:611  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:611  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:611  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:611  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:612  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:612  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:612  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:612  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:613  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:613  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:613  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:613  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:614  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:614  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:614  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:614  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:615  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:615  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:616  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:616  [26161_communitylend@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:616  Asked for jid for nil/empty nickname - returning nil
2015/04/13 09:16:31:616  Asked for jid for nil/empty nickname - returning nil
2015/04/13 09:16:31:616  Asked for jid for nil/empty nickname - returning nil
2015/04/13 09:16:31:616  Asked for jid for nil/empty nickname - returning nil
2015/04/13 09:16:31:616  [26161_communitylend@conf.hipchat.com] Received message
2015/04/13 09:16:31:616  Asked for jid for nil/empty nickname - returning nil
2015/04/13 09:16:31:617  Asked for jid for nil/empty nickname - returning nil
2015/04/13 09:16:31:617  [26161_communitylend@conf.hipchat.com] Received presence from 26161_communitylend@conf.hipchat.com/Michael Goodwin
2015/04/13 09:16:31:617  Room history loaded for 26161_communitylend@conf.hipchat.com
2015/04/13 09:16:31:618  [26161_rollbar@conf.hipchat.com] Received presence from 26161_rollbar@conf.hipchat.com/Risto Juola
2015/04/13 09:16:31:619  [26161_rollbar@conf.hipchat.com] Received presence from 26161_rollbar@conf.hipchat.com/Kiyan Azarbar
2015/04/13 09:16:31:619  [26161_rollbar@conf.hipchat.com] Received presence from 26161_rollbar@conf.hipchat.com/Paul Sehr
2015/04/13 09:16:31:620  [26161_rollbar@conf.hipchat.com] Received presence from 26161_rollbar@conf.hipchat.com/Michael Goodwin
2015/04/13 09:16:31:620  Room roster loaded for 26161_rollbar@conf.hipchat.com
2015/04/13 09:16:31:621  [26161_github@conf.hipchat.com] Received presence from 26161_github@conf.hipchat.com/Paul Sehr
2015/04/13 09:16:31:622  [26161_github@conf.hipchat.com] Received presence from 26161_github@conf.hipchat.com/Christopher Morris
2015/04/13 09:16:31:623  [26161_github@conf.hipchat.com] Received presence from 26161_github@conf.hipchat.com/Konstantin Zub
2015/04/13 09:16:31:623  [26161_github@conf.hipchat.com] Received presence from 26161_github@conf.hipchat.com/Risto Juola
2015/04/13 09:16:31:624  [26161_github@conf.hipchat.com] Received presence from 26161_github@conf.hipchat.com/Kiyan Azarbar
2015/04/13 09:16:31:624  [26161_github@conf.hipchat.com] Received presence from 26161_github@conf.hipchat.com/Michael Goodwin
2015/04/13 09:16:31:625  Room roster loaded for 26161_github@conf.hipchat.com
2015/04/13 09:16:31:625  [26161_updates@conf.hipchat.com] Received presence from 26161_updates@conf.hipchat.com/Clara Mendez
2015/04/13 09:16:31:626  [26161_updates@conf.hipchat.com] Received presence from 26161_updates@conf.hipchat.com/Paul Sehr
2015/04/13 09:16:31:627  [26161_updates@conf.hipchat.com] Received presence from 26161_updates@conf.hipchat.com/Konstantin Zub
2015/04/13 09:16:31:628  [26161_updates@conf.hipchat.com] Received presence from 26161_updates@conf.hipchat.com/Risto Juola
2015/04/13 09:16:31:629  [26161_updates@conf.hipchat.com] Received presence from 26161_updates@conf.hipchat.com/Peter Kosela
2015/04/13 09:16:31:629  [26161_updates@conf.hipchat.com] Received presence from 26161_updates@conf.hipchat.com/Daniel Mayne
2015/04/13 09:16:31:630  [26161_updates@conf.hipchat.com] Received presence from 26161_updates@conf.hipchat.com/Michael Goodwin
2015/04/13 09:16:31:630  Room roster loaded for 26161_updates@conf.hipchat.com
2015/04/13 09:16:31:630  [26161_continue@conf.hipchat.com] Received presence from 26161_continue@conf.hipchat.com/Paul Sehr
2015/04/13 09:16:31:631  [26161_continue@conf.hipchat.com] Received presence from 26161_continue@conf.hipchat.com/Christopher Morris
2015/04/13 09:16:31:632  [26161_continue@conf.hipchat.com] Received presence from 26161_continue@conf.hipchat.com/Konstantin Zub
2015/04/13 09:16:31:632  [26161_continue@conf.hipchat.com] Received presence from 26161_continue@conf.hipchat.com/Risto Juola
2015/04/13 09:16:31:633  [26161_continue@conf.hipchat.com] Received presence from 26161_continue@conf.hipchat.com/Kiyan Azarbar
2015/04/13 09:16:31:634  [26161_continue@conf.hipchat.com] Received presence from 26161_continue@conf.hipchat.com/Michael Goodwin
2015/04/13 09:16:31:634  Room roster loaded for 26161_continue@conf.hipchat.com
2015/04/13 09:16:31:687  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:687  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:688  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:688  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:689  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:689  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:690  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:690  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:691  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:691  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:692  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:692  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:692  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:693  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:693  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:693  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:694  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:695  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:695  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:696  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:697  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:697  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:697  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:698  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:698  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:698  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:699  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:699  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:700  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:700  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:701  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:701  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:702  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:702  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:702  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:702  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:702  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:703  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:703  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:703  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:703  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:703  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:704  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:704  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:704  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:705  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:705  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:705  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:705  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:705  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:706  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:706  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:706  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:706  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
2015/04/13 09:16:31:707  [26161_updates@conf.hipchat.com] Received message
2015/04/13 09:16:31:707  [26161_updates@conf.hipchat.com] Not ready to addChatText - adding message to preload
